id,name,category,description,technical_summary,attacker_interest,exposure_level,business_risk,risk_score,confidence,severity,mitre,attack_vectors,enumeration_methods,misconfigurations,detection_methods,recommended_mitigations,references,tags,metadata,ports,common_products,cves
EME-NET-027,etcd,Distributed Coordination,"Distributed key-value store used as Kubernetes' backing datastore; frequently contains cluster secrets. Standard port(s): 2379/tcp (client), 2380/tcp (peer). Common implementations: etcd.",Distributed key-value store used as Kubernetes' backing datastore; frequently contains cluster secrets.,"An exposed, unauthenticated etcd instance can leak Kubernetes Secrets, service account tokens, and full cluster configuration.",Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",90,76,critical,"{""tactics"": [""Credential Access"", ""Discovery""], ""techniques"": [{""id"": ""T1552.007"", ""name"": ""Unsecured Credentials: Container API""}, {""id"": ""T1046"", ""name"": ""Network Service Discovery""}]}","[""Unauthenticated read of the full key-value store, including Kubernetes Secrets"", ""Data tampering if write access is also exposed""]","[""`etcdctl get / --prefix` against an exposed endpoint""]","[""etcd client port exposed to the internet without client-certificate authentication"", ""TLS not enforced between etcd peers/clients""]","[""Alert on any external connection to 2379/2380"", ""Monitor etcd access logs for unexpected clients""]","[""Restrict etcd to the cluster-internal network only"", ""Enforce mutual TLS authentication"", ""Never expose etcd directly to the internet""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1552/007/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1046/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""container"", ""critical-exposure"", ""distributed-coordination"", ""kubernetes""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","2379/tcp (client), 2380/tcp (peer)","[""etcd""]",[]
EME-NET-028,MySQL / MariaDB,Database,"Widely-used open-source relational database; a frequent target for internet-exposed-database scanning campaigns. Standard port(s): 3306/tcp. Common implementations: MySQL, MariaDB, Percona Server.",Widely-used open-source relational database; a frequent target for internet-exposed-database scanning campaigns.,Direct route to application data; weak/default root credentials often lead to full data theft or ransom.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",90,79,critical,"{""tactics"": [""Credential Access"", ""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}, {""id"": ""T1110"", ""name"": ""Brute Force""}]}","[""Brute-forcing root/application credentials"", ""Exploitation of known unpatched MySQL/MariaDB CVEs"", ""Data exfiltration or ransom of exposed databases""]","[""Banner/version fingerprinting via MySQL handshake"", ""Default account testing""]","[""Database bound to 0.0.0.0 and exposed to the internet"", ""Default/weak root password"", ""Overly permissive user grants (e.g. `%` host wildcard)""]","[""Alert on any inbound connection to 3306 from the internet"", ""Monitor for repeated failed authentication""]","[""Never expose the database directly to the internet"", ""Bind to localhost/internal interfaces only"", ""Enforce strong unique credentials and least-privilege grants""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1110/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""database"", ""open-source""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",3306/tcp,"[""MySQL"", ""MariaDB"", ""Percona Server""]",[]
EME-NET-029,RDP (Remote Desktop Protocol),Remote Access,Windows remote desktop protocol; one of the single most targeted internet-facing services for both credential attacks and ransomware initial access. Standard port(s): 3389/tcp. Common implementations: Microsoft Remote Desktop Services.,Windows remote desktop protocol; one of the single most targeted internet-facing services for both credential attacks and ransomware initial access.,Full interactive desktop access on successful login/exploitation; RDP is the single most common ransomware initial-access vector.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",95,89,critical,"{""tactics"": [""Credential Access"", ""Initial Access / Persistence"", ""Lateral Movement""], ""techniques"": [{""id"": ""T1021.001"", ""name"": ""Remote Services: Remote Desktop Protocol""}, {""id"": ""T1110"", ""name"": ""Brute Force""}, {""id"": ""T1078"", ""name"": ""Valid Accounts""}]}","[""Credential brute-forcing/password spraying"", ""Exploitation of unpatched pre-auth RCE vulnerabilities (e.g. BlueKeep)"", ""Credential stuffing using leaked password lists""]","[""Banner/version fingerprinting"", ""NLA (Network Level Authentication) status check""]","[""RDP exposed directly to the internet instead of behind a VPN"", ""Network Level Authentication disabled"", ""Weak/reused local admin credentials"", ""Unpatched hosts vulnerable to known pre-auth RCEs""]","[""Alert on any inbound RDP from the internet"", ""Monitor for high-volume failed logon events (Event ID 4625)"", ""Track logins from unusual geographies""]","[""Never expose RDP directly to the internet; require VPN"", ""Enforce Network Level Authentication"", ""Enforce MFA and account lockout"", ""Patch promptly""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1021/001/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1110/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1078/""}, {""source"": ""NVD"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2019-0708""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""ransomware-vector"", ""remote-access"", ""windows""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",3389/tcp,"[""Microsoft Remote Desktop Services""]","[""CVE-2019-0708""]"
EME-NET-030,Subversion (SVN),Source Control,Version control server protocol; exposed repositories can leak entire source-code history. Standard port(s): 3690/tcp. Common implementations: Apache Subversion (svnserve).,Version control server protocol; exposed repositories can leak entire source-code history.,"Source code disclosure, including historical commits that may contain hardcoded secrets/credentials.",Medium,"Moderate risk, typically requiring an additional misconfiguration or chained weakness to cause material impact.",50,76,medium,"{""tactics"": [""Collection""], ""techniques"": [{""id"": ""T1213.003"", ""name"": ""Data from Information Repositories: Code Repositories""}]}","[""Anonymous repository read access"", ""Historical-commit mining for secrets/credentials""]","[""`svn list`/`svn log` against exposed repositories""]","[""Anonymous access enabled on svnserve"", ""Repository exposed to the internet without authentication""]","[""Alert on external connections to 3690"", ""Monitor repository access logs for bulk checkout activity""]","[""Require authentication for all repository access"", ""Restrict SVN access to internal networks/VPN""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1213/003/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""secrets-exposure"", ""source-control""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",3690/tcp,"[""Apache Subversion (svnserve)""]",[]
EME-NET-031,PostgreSQL,Database,Widely-used open-source relational database; frequently scanned when internet-exposed. Standard port(s): 5432/tcp. Common implementations: PostgreSQL.,Widely-used open-source relational database; frequently scanned when internet-exposed.,Direct access to application data; trust-based `pg_hba.conf` rules or weak passwords can grant unauthenticated or easily-brute-forced access.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",90,79,critical,"{""tactics"": [""Credential Access"", ""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}, {""id"": ""T1110"", ""name"": ""Brute Force""}]}","[""Brute-forcing database credentials"", ""Abuse of overly-permissive `pg_hba.conf` trust/host rules"", ""Exploitation of known unpatched PostgreSQL CVEs""]","[""Banner/version fingerprinting via connection handshake""]","[""Database bound to 0.0.0.0 and reachable from the internet"", ""`pg_hba.conf` set to 'trust' for remote hosts"", ""Default/weak superuser password""]","[""Alert on inbound connections to 5432 from the internet"", ""Monitor for repeated failed authentication""]","[""Never expose the database directly to the internet"", ""Set `pg_hba.conf` to require password/cert auth"", ""Enforce strong unique credentials""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1110/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""database"", ""open-source""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",5432/tcp,"[""PostgreSQL""]",[]
EME-NET-032,Apache CouchDB,Database,Document-oriented NoSQL database exposing a REST/HTTP API; historically shipped with an 'Admin Party' mode granting anyone admin rights. Standard port(s): 5984/tcp. Common implementations: Apache CouchDB.,Document-oriented NoSQL database exposing a REST/HTTP API; historically shipped with an 'Admin Party' mode granting anyone admin rights.,"Unauthenticated or default-admin instances expose and allow modification of all stored documents, and have historically enabled RCE via known CouchDB vulnerabilities.",Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",90,79,critical,"{""tactics"": [""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}]}","[""Access via unauthenticated 'Admin Party' mode"", ""Exploitation of known CouchDB privilege-escalation/RCE vulnerabilities"", ""Data exfiltration via the REST API""]","[""`GET /_all_dbs` to list databases via the REST API""]","[""CouchDB left in default 'Admin Party' (no admin account configured)"", ""Instance exposed to the internet without authentication""]","[""Alert on inbound connections to 5984 from the internet"", ""Monitor REST API access logs for bulk document reads""]","[""Configure an admin account immediately after install"", ""Never expose CouchDB directly to the internet"", ""Patch promptly""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""database"", ""default-admin"", ""nosql""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",5984/tcp,"[""Apache CouchDB""]",[]
EME-NET-033,AMQP / RabbitMQ,Messaging/Queue,"Message broker protocol used for application messaging queues; ships with a well-known default guest/guest account. Standard port(s): 5672/tcp. Common implementations: RabbitMQ, other AMQP brokers.",Message broker protocol used for application messaging queues; ships with a well-known default guest/guest account.,"Default credentials grant full queue access, letting attackers read, inject, or disrupt application message flow.",High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",75,79,high,"{""tactics"": [""Discovery"", ""Initial Access / Persistence""], ""techniques"": [{""id"": ""T1078.001"", ""name"": ""Valid Accounts: Default Accounts""}, {""id"": ""T1046"", ""name"": ""Network Service Discovery""}]}","[""Default guest/guest credential login"", ""Message injection/tampering to disrupt dependent applications"", ""Queue eavesdropping for sensitive application data""]","[""Default credential login test"", ""Queue/exchange enumeration once authenticated""]","[""Default guest account left enabled and reachable remotely (disabled for remote access by default in modern RabbitMQ, but often re-enabled)"", ""Broker exposed to the internet without TLS""]","[""Alert on inbound connections to 5672 from the internet"", ""Monitor for guest-account authentication attempts""]","[""Disable/rename the default guest account"", ""Require TLS for broker connections"", ""Restrict broker access to application network only""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1078/001/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1046/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""default-credentials"", ""messaging"", ""messaging-queue""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",5672/tcp,"[""RabbitMQ"", ""other AMQP brokers""]",[]
EME-NET-034,VNC (Virtual Network Computing),Remote Access,"Cross-platform remote desktop protocol; historically shipped with weak default authentication and has repeatedly been found completely unauthenticated when internet-scanned. Standard port(s): 5900/tcp. Common implementations: RealVNC, TightVNC, UltraVNC, TigerVNC.",Cross-platform remote desktop protocol; historically shipped with weak default authentication and has repeatedly been found completely unauthenticated when internet-scanned.,Full remote desktop control; mass internet scans regularly find thousands of VNC servers with no authentication at all.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",93,79,critical,"{""tactics"": [""Credential Access"", ""Lateral Movement""], ""techniques"": [{""id"": ""T1021.005"", ""name"": ""Remote Services: VNC""}, {""id"": ""T1110"", ""name"": ""Brute Force""}]}","[""Connecting to servers with no authentication configured"", ""Brute-forcing weak VNC passwords (often limited to 8 characters historically)"", ""Exploitation of known auth-bypass vulnerabilities in older VNC server versions""]","[""Banner/protocol-version handshake"", ""Authentication-required check""]","[""VNC exposed to the internet with no password set"", ""Weak/short VNC password"", ""Outdated VNC server software""]","[""Alert on any inbound connection to 5900 from the internet"", ""Monitor for unauthenticated session establishment""]","[""Never expose VNC directly to the internet; tunnel over VPN/SSH"", ""Enforce strong authentication"", ""Keep VNC server software patched""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1021/005/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1110/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""critical-exposure"", ""remote-access"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",5900/tcp,"[""RealVNC"", ""TightVNC"", ""UltraVNC"", ""TigerVNC""]",[]
EME-NET-035,WinRM (Windows Remote Management),Remote Access,"Windows remote management protocol underlying PowerShell Remoting; a common lateral-movement and admin-access vector. Standard port(s): 5985/tcp (HTTP), 5986/tcp (HTTPS). Common implementations: Microsoft WinRM / PowerShell Remoting.",Windows remote management protocol underlying PowerShell Remoting; a common lateral-movement and admin-access vector.,Valid credentials grant remote PowerShell execution — full administrative control of the host.,High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",72,79,high,"{""tactics"": [""Credential Access"", ""Initial Access / Persistence"", ""Lateral Movement""], ""techniques"": [{""id"": ""T1021.006"", ""name"": ""Remote Services: Windows Remote Management""}, {""id"": ""T1110"", ""name"": ""Brute Force""}, {""id"": ""T1078"", ""name"": ""Valid Accounts""}]}","[""Credential brute-forcing/password spraying"", ""Remote PowerShell command execution with valid/stolen credentials"", ""NTLM relay against WinRM endpoints""]","[""Banner/protocol availability check"", ""Authentication method enumeration""]","[""WinRM exposed directly to the internet"", ""HTTP (5985) used instead of HTTPS (5986)"", ""Weak/reused administrative credentials""]","[""Alert on inbound WinRM connections from the internet"", ""Monitor PowerShell Remoting session logs for anomalies""]","[""Never expose WinRM directly to the internet"", ""Prefer HTTPS (5986) with valid certificates"", ""Enforce MFA/strong credential policy and monitor remote PS sessions""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1021/006/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1110/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1078/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""lateral-movement"", ""remote-access"", ""windows""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","5985/tcp (HTTP), 5986/tcp (HTTPS)","[""Microsoft WinRM / PowerShell Remoting""]",[]
EME-NET-036,Redis,Database,In-memory key-value data store; runs without any authentication by default and has been a top target for internet-wide cryptomining campaigns. Standard port(s): 6379/tcp. Common implementations: Redis.,In-memory key-value data store; runs without any authentication by default and has been a top target for internet-wide cryptomining campaigns.,"Unauthenticated instances allow full read/write of cached data, and the classic `CONFIG SET`/SSH-key-write technique can turn exposure into full remote code execution on the host.",Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",93,79,critical,"{""tactics"": [""Impact"", ""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}, {""id"": ""T1496"", ""name"": ""Resource Hijacking""}]}","[""Unauthenticated access to read/write all stored data"", ""Writing an attacker SSH public key via `CONFIG SET dir`/`CONFIG SET dbfilename` to gain host RCE"", ""Cryptomining payload deployment on exposed instances""]","[""Direct `redis-cli -h host PING`/`INFO` without credentials""]","[""Redis bound to 0.0.0.0 and reachable from the internet with no `requirepass` set"", ""Protected mode disabled""]","[""Alert on any inbound connection to 6379 from the internet"", ""Monitor for unexpected `CONFIG SET` commands""]","[""Never expose Redis directly to the internet"", ""Set a strong `requirepass`"", ""Keep protected mode enabled"", ""Bind to localhost/internal interfaces only""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1496/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""critical-exposure"", ""cryptomining-target"", ""database"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",6379/tcp,"[""Redis""]",[]
EME-NET-037,X11,Remote Access,Unix/Linux graphical display protocol; historically deployed with weak or no access control (`xhost +`). Standard port(s): 6000-6063/tcp. Common implementations: X.Org Server.,Unix/Linux graphical display protocol; historically deployed with weak or no access control (`xhost +`).,"An open X11 session allows keystroke logging, screen capture, and window injection on the target desktop.",High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",72,73,high,"{""tactics"": [""Collection""], ""techniques"": [{""id"": ""T1113"", ""name"": ""Screen Capture""}, {""id"": ""T1056.001"", ""name"": ""Input Capture: Keylogging""}]}","[""Connecting to an X server with `xhost +` (access control disabled) to capture screens/keystrokes or inject input""]","[""Connection attempt to confirm access-control status""]","[""`xhost +` used to disable access control"", ""X11 exposed to the network instead of tunneled over SSH""]","[""Alert on external connections to the X11 port range""]","[""Never disable X11 access control with `xhost +`"", ""Tunnel X11 over SSH (`ssh -X`) instead of exposing it directly""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1113/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1056/001/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""legacy"", ""remote-access"", ""screen-capture"", ""unix""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",6000-6063/tcp,"[""X.Org Server""]",[]
EME-NET-038,Apache Kafka,Messaging/Queue,Distributed event-streaming platform; brokers can be deployed without authentication/authorization (PLAINTEXT listener) by default. Standard port(s): 9092/tcp. Common implementations: Apache Kafka.,Distributed event-streaming platform; brokers can be deployed without authentication/authorization (PLAINTEXT listener) by default.,"Unauthenticated brokers allow reading and publishing to any topic, exposing or corrupting real-time application data streams.",High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",72,79,high,"{""tactics"": [""Collection / Lateral Movement"", ""Discovery""], ""techniques"": [{""id"": ""T1046"", ""name"": ""Network Service Discovery""}, {""id"": ""T1557"", ""name"": ""Adversary-in-the-Middle""}]}","[""Unauthenticated topic read/write via a PLAINTEXT listener"", ""Data exfiltration by consuming sensitive topics"", ""Message injection to disrupt downstream consumers""]","[""Broker metadata request to list topics/partitions""]","[""Broker deployed with the PLAINTEXT listener exposed externally"", ""No SASL/ACL authorization configured""]","[""Alert on external connections to 9092"", ""Monitor consumer-group activity for unexpected clients""]","[""Enable SASL/TLS authentication and ACLs"", ""Restrict broker access to the application network only""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1046/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1557/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""distributed-systems"", ""messaging"", ""messaging-queue""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",9092/tcp,"[""Apache Kafka""]",[]
EME-NET-039,Elasticsearch,Database,"Search/analytics engine exposing a REST API; versions prior to built-in security being on-by-default routinely ran with no authentication at all. Standard port(s): 9200/tcp (HTTP API), 9300/tcp (transport). Common implementations: Elasticsearch.",Search/analytics engine exposing a REST API; versions prior to built-in security being on-by-default routinely ran with no authentication at all.,"Unauthenticated instances expose and allow deletion of entire indices, and have repeatedly been mass-exploited for data theft and ransom notes left directly in indices.",Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",93,79,critical,"{""tactics"": [""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}]}","[""Unauthenticated REST API access to read/delete/modify all indexed data"", ""Exploitation of known Elasticsearch RCE vulnerabilities in outdated versions"", ""Ransom-note-in-index campaigns targeting exposed clusters""]","[""`GET /_cat/indices` / `GET /` for cluster and version info""]","[""Security features (authentication) disabled or not configured"", ""Cluster bound to 0.0.0.0 and reachable from the internet""]","[""Alert on inbound connections to 9200/9300 from the internet"", ""Monitor for bulk index deletion or unusual query volume""]","[""Enable Elasticsearch's built-in security (authentication/TLS)"", ""Never expose the cluster directly to the internet"", ""Keep Elasticsearch patched""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""critical-exposure"", ""database"", ""search"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","9200/tcp (HTTP API), 9300/tcp (transport)","[""Elasticsearch""]",[]
EME-NET-040,Jenkins,CI/CD,"Widely-used CI/CD automation server; a top target because compromise often leads directly into source code, build secrets, and deployment credentials. Standard port(s): 8080/tcp (web), 50000/tcp (agent). Common implementations: Jenkins.","Widely-used CI/CD automation server; a top target because compromise often leads directly into source code, build secrets, and deployment credentials.","Jenkins typically holds source-code access, cloud deployment credentials, and build-pipeline secrets — compromising it is often a direct path to the rest of the environment.",Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",95,92,critical,"{""tactics"": [""Credential Access"", ""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}, {""id"": ""T1552.001"", ""name"": ""Unsecured Credentials: Credentials In Files""}, {""id"": ""T1195.001"", ""name"": ""Supply Chain Compromise: Compromise Software Dependencies and Development Tools""}]}","[""Access via unauthenticated or default-credential setup"", ""Script Console (Groovy) abuse for remote code execution by authenticated users"", ""Exploitation of known Jenkins core/plugin RCE vulnerabilities"", ""Credential/secret theft from stored pipeline credentials""]","[""`/api/json` for version fingerprinting"", ""Plugin enumeration via the web UI""]","[""Anonymous read/access enabled ('Allow anonymous read access')"", ""Script Console reachable without proper authorization"", ""Outdated Jenkins core or plugins with known CVEs"", ""Agent port (50000) exposed without proper authentication""]","[""Alert on inbound connections to 8080/50000 from the internet"", ""Monitor Script Console usage and job configuration changes"", ""Audit stored-credential access logs""]","[""Require authentication for all access; disable anonymous read"", ""Restrict/disable the Script Console"", ""Keep Jenkins core and plugins patched"", ""Never expose the agent port to the internet""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1552/001/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1195/001/""}, {""source"": ""NVD"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2017-1000353""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""ci-cd"", ""critical-exposure"", ""supply-chain""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","8080/tcp (web), 50000/tcp (agent)","[""Jenkins""]","[""CVE-2017-1000353""]"
EME-NET-041,Memcached,Caching,"In-memory caching system with no authentication by default; the UDP interface has been abused for the largest DDoS amplification attacks on record. Standard port(s): 11211/tcp,udp. Common implementations: Memcached.",In-memory caching system with no authentication by default; the UDP interface has been abused for the largest DDoS amplification attacks on record.,"UDP-exposed Memcached provides an extreme (up to ~50,000x) DDoS amplification factor, and unauthenticated TCP access can leak cached application data.",Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",90,76,critical,"{""tactics"": [""Impact""], ""techniques"": [{""id"": ""T1498.001"", ""name"": ""Network Denial of Service: Direct Network Flood""}]}","[""UDP-based DDoS amplification/reflection attacks"", ""Unauthenticated read of cached application data over TCP""]","[""`stats` command over TCP/UDP to confirm exposure""]","[""UDP support left enabled and reachable from the internet"", ""No authentication (SASL) configured"", ""Bound to 0.0.0.0 instead of localhost/internal interfaces""]","[""Alert on any inbound connection to 11211 from the internet"", ""Monitor for abnormal outbound UDP response volume""]","[""Disable the UDP listener if not required"", ""Bind to localhost/internal interfaces only"", ""Enable SASL authentication where supported""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1498/001/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""caching"", ""critical-exposure"", ""ddos-amplification""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","11211/tcp,udp","[""Memcached""]",[]
